,activities [10 sec],time_2hours,group,time
1344,1,8_10,1344.0,2023-06-13 09:25:48
1345,1,8_10,1345.0,2023-06-13 09:25:58
1346,1,8_10,1346.0,2023-06-13 09:26:08
1347,2,8_10,1347.0,2023-06-13 09:26:18
1348,1,8_10,1348.0,2023-06-13 09:26:28
1349,1,8_10,1349.0,2023-06-13 09:26:38
1350,0,8_10,1350.0,2023-06-13 09:26:48
1351,1,8_10,1351.0,2023-06-13 09:26:58
1352,1,8_10,1352.0,2023-06-13 09:27:08
1353,0,8_10,1353.0,2023-06-13 09:27:18
1354,0,8_10,1354.0,2023-06-13 09:27:28
1355,0,8_10,1355.0,2023-06-13 09:27:38
1356,1,8_10,1356.0,2023-06-13 09:27:48
1357,1,8_10,1357.0,2023-06-13 09:27:58
1358,2,8_10,1358.0,2023-06-13 09:28:08
1359,2,8_10,1359.0,2023-06-13 09:28:18
1360,1,8_10,1360.0,2023-06-13 09:28:28
1361,1,8_10,1361.0,2023-06-13 09:28:38
1362,2,8_10,1362.0,2023-06-13 09:28:48
1363,2,8_10,1363.0,2023-06-13 09:28:58
1364,1,8_10,1364.0,2023-06-13 09:29:08
1365,1,8_10,1365.0,2023-06-13 09:29:18
1366,1,8_10,1366.0,2023-06-13 09:29:28
1367,2,8_10,1367.0,2023-06-13 09:29:38
1368,2,8_10,1368.0,2023-06-13 09:29:48
1369,1,8_10,1369.0,2023-06-13 09:29:58
1370,1,8_10,1370.0,2023-06-13 09:30:08
1371,1,8_10,1371.0,2023-06-13 09:30:18
1372,0,8_10,1372.0,2023-06-13 09:30:28
1373,0,8_10,1373.0,2023-06-13 09:30:38
1374,0,8_10,1374.0,2023-06-13 09:30:48
1375,0,8_10,1375.0,2023-06-13 09:30:58
1376,0,8_10,1376.0,2023-06-13 09:31:08
1377,0,8_10,1377.0,2023-06-13 09:31:18
1378,0,8_10,1378.0,2023-06-13 09:31:28
1379,0,8_10,1379.0,2023-06-13 09:31:38
1380,0,8_10,1380.0,2023-06-13 09:31:48
1381,0,8_10,1381.0,2023-06-13 09:31:58
1382,1,8_10,1382.0,2023-06-13 09:32:08
1383,1,8_10,1383.0,2023-06-13 09:32:18
1384,1,8_10,1384.0,2023-06-13 09:32:28
1385,2,8_10,1385.0,2023-06-13 09:32:38
1386,1,8_10,1386.0,2023-06-13 09:32:48
1387,0,8_10,1387.0,2023-06-13 09:32:58
1388,0,8_10,1388.0,2023-06-13 09:33:08
1389,1,8_10,1389.0,2023-06-13 09:33:18
1390,0,8_10,1390.0,2023-06-13 09:33:28
1391,0,8_10,1391.0,2023-06-13 09:33:38
1392,1,8_10,1392.0,2023-06-13 09:33:48
1393,0,8_10,1393.0,2023-06-13 09:33:58
1394,0,8_10,1394.0,2023-06-13 09:34:08
1395,0,8_10,1395.0,2023-06-13 09:34:18
1396,0,8_10,1396.0,2023-06-13 09:34:28
1397,0,8_10,1397.0,2023-06-13 09:34:38
1398,0,8_10,1398.0,2023-06-13 09:34:48
1399,0,8_10,1399.0,2023-06-13 09:34:58
1400,0,8_10,1400.0,2023-06-13 09:35:08
1401,0,8_10,1401.0,2023-06-13 09:35:18
1402,0,8_10,1402.0,2023-06-13 09:35:28
1403,0,8_10,1403.0,2023-06-13 09:35:38
1404,0,8_10,1404.0,2023-06-13 09:35:48
1405,0,8_10,1405.0,2023-06-13 09:35:58
1406,0,8_10,1406.0,2023-06-13 09:36:08
1407,0,8_10,1407.0,2023-06-13 09:36:18
1408,0,8_10,1408.0,2023-06-13 09:36:28
1409,0,8_10,1409.0,2023-06-13 09:36:38
1410,0,8_10,1410.0,2023-06-13 09:36:48
1411,0,8_10,1411.0,2023-06-13 09:36:58
1412,0,8_10,1412.0,2023-06-13 09:37:08
1413,0,8_10,1413.0,2023-06-13 09:37:18
1414,0,8_10,1414.0,2023-06-13 09:37:28
1415,0,8_10,1415.0,2023-06-13 09:37:38
1416,0,8_10,1416.0,2023-06-13 09:37:48
1417,0,8_10,1417.0,2023-06-13 09:37:58
1418,0,8_10,1418.0,2023-06-13 09:38:08
1419,0,8_10,1419.0,2023-06-13 09:38:18
1420,0,8_10,1420.0,2023-06-13 09:38:28
1421,0,8_10,1421.0,2023-06-13 09:38:38
1422,0,8_10,1422.0,2023-06-13 09:38:48
1423,1,8_10,1423.0,2023-06-13 09:38:58
1424,0,8_10,1424.0,2023-06-13 09:39:08
1425,0,8_10,1425.0,2023-06-13 09:39:18
1426,0,8_10,1426.0,2023-06-13 09:39:28
1427,0,8_10,1427.0,2023-06-13 09:39:38
1428,0,8_10,1428.0,2023-06-13 09:39:48
1429,1,8_10,1429.0,2023-06-13 09:39:58
1430,0,8_10,1430.0,2023-06-13 09:40:08
1431,0,8_10,1431.0,2023-06-13 09:40:18
1432,0,8_10,1432.0,2023-06-13 09:40:28
1433,0,8_10,1433.0,2023-06-13 09:40:38
1434,0,8_10,1434.0,2023-06-13 09:40:48
1435,0,8_10,1435.0,2023-06-13 09:40:58
1436,0,8_10,1436.0,2023-06-13 09:41:08
1437,0,8_10,1437.0,2023-06-13 09:41:18
1438,0,8_10,1438.0,2023-06-13 09:41:28
1439,0,8_10,1439.0,2023-06-13 09:41:38
1440,0,8_10,1440.0,2023-06-13 09:41:48
1441,0,8_10,1441.0,2023-06-13 09:41:58
1442,0,8_10,1442.0,2023-06-13 09:42:08
1443,0,8_10,1443.0,2023-06-13 09:42:18
1444,0,8_10,1444.0,2023-06-13 09:42:28
1445,0,8_10,1445.0,2023-06-13 09:42:38
1446,0,8_10,1446.0,2023-06-13 09:42:48
1447,0,8_10,1447.0,2023-06-13 09:42:58
1448,0,8_10,1448.0,2023-06-13 09:43:08
1449,0,8_10,1449.0,2023-06-13 09:43:18
1450,1,8_10,1450.0,2023-06-13 09:43:28
1451,0,8_10,1451.0,2023-06-13 09:43:38
1452,0,8_10,1452.0,2023-06-13 09:43:48
1453,0,8_10,1453.0,2023-06-13 09:43:58
1454,0,8_10,1454.0,2023-06-13 09:44:08
1455,0,8_10,1455.0,2023-06-13 09:44:18
1456,0,8_10,1456.0,2023-06-13 09:44:28
1457,0,8_10,1457.0,2023-06-13 09:44:38
1458,0,8_10,1458.0,2023-06-13 09:44:48
1459,0,8_10,1459.0,2023-06-13 09:44:58
1460,0,8_10,1460.0,2023-06-13 09:45:08
1461,0,8_10,1461.0,2023-06-13 09:45:18
1462,1,8_10,1462.0,2023-06-13 09:45:28
1463,0,8_10,1463.0,2023-06-13 09:45:38
1464,0,8_10,1464.0,2023-06-13 09:45:48
1465,0,8_10,1465.0,2023-06-13 09:45:58
1466,0,8_10,1466.0,2023-06-13 09:46:08
1467,0,8_10,1467.0,2023-06-13 09:46:18
1468,0,8_10,1468.0,2023-06-13 09:46:28
1469,0,8_10,1469.0,2023-06-13 09:46:38
1470,0,8_10,1470.0,2023-06-13 09:46:48
1471,0,8_10,1471.0,2023-06-13 09:46:58
1472,0,8_10,1472.0,2023-06-13 09:47:08
1473,0,8_10,1473.0,2023-06-13 09:47:18
1474,0,8_10,1474.0,2023-06-13 09:47:28
1475,0,8_10,1475.0,2023-06-13 09:47:38
1476,0,8_10,1476.0,2023-06-13 09:47:48
1477,0,8_10,1477.0,2023-06-13 09:47:58
1478,0,8_10,1478.0,2023-06-13 09:48:08
1479,0,8_10,1479.0,2023-06-13 09:48:18
1480,1,8_10,1480.0,2023-06-13 09:48:28
1481,0,8_10,1481.0,2023-06-13 09:48:38
1482,0,8_10,1482.0,2023-06-13 09:48:48
1483,0,8_10,1483.0,2023-06-13 09:48:58
1484,0,8_10,1484.0,2023-06-13 09:49:08
1485,0,8_10,1485.0,2023-06-13 09:49:18
1486,0,8_10,1486.0,2023-06-13 09:49:28
1487,0,8_10,1487.0,2023-06-13 09:49:38
1488,0,8_10,1488.0,2023-06-13 09:49:48
1489,0,8_10,1489.0,2023-06-13 09:49:58
1490,0,8_10,1490.0,2023-06-13 09:50:08
1491,1,8_10,1491.0,2023-06-13 09:50:18
1492,0,8_10,1492.0,2023-06-13 09:50:28
1493,0,8_10,1493.0,2023-06-13 09:50:38
1494,0,8_10,1494.0,2023-06-13 09:50:48
1495,0,8_10,1495.0,2023-06-13 09:50:58
1496,0,8_10,1496.0,2023-06-13 09:51:08
1497,0,8_10,1497.0,2023-06-13 09:51:18
1498,0,8_10,1498.0,2023-06-13 09:51:28
1499,1,8_10,1499.0,2023-06-13 09:51:38
1500,0,8_10,1500.0,2023-06-13 09:51:48
1501,0,8_10,1501.0,2023-06-13 09:51:58
1502,0,8_10,1502.0,2023-06-13 09:52:08
1503,0,8_10,1503.0,2023-06-13 09:52:18
1504,0,8_10,1504.0,2023-06-13 09:52:28
1505,1,8_10,1505.0,2023-06-13 09:52:38
1506,0,8_10,1506.0,2023-06-13 09:52:48
1507,0,8_10,1507.0,2023-06-13 09:52:58
1508,0,8_10,1508.0,2023-06-13 09:53:08
1509,0,8_10,1509.0,2023-06-13 09:53:18
1510,0,8_10,1510.0,2023-06-13 09:53:28
1511,0,8_10,1511.0,2023-06-13 09:53:38
1512,1,8_10,1512.0,2023-06-13 09:53:48
1513,0,8_10,1513.0,2023-06-13 09:53:58
1514,0,8_10,1514.0,2023-06-13 09:54:08
1515,0,8_10,1515.0,2023-06-13 09:54:18
1516,0,8_10,1516.0,2023-06-13 09:54:28
1517,0,8_10,1517.0,2023-06-13 09:54:38
1518,1,8_10,1518.0,2023-06-13 09:54:48
1519,0,8_10,1519.0,2023-06-13 09:54:58
1520,0,8_10,1520.0,2023-06-13 09:55:08
1521,0,8_10,1521.0,2023-06-13 09:55:18
1522,0,8_10,1522.0,2023-06-13 09:55:28
1523,0,8_10,1523.0,2023-06-13 09:55:38
1524,0,8_10,1524.0,2023-06-13 09:55:48
1525,0,8_10,1525.0,2023-06-13 09:55:58
1526,1,8_10,1526.0,2023-06-13 09:56:08
1527,1,8_10,1527.0,2023-06-13 09:56:18
1528,0,8_10,1528.0,2023-06-13 09:56:28
1529,0,8_10,1529.0,2023-06-13 09:56:38
1530,0,8_10,1530.0,2023-06-13 09:56:48
1531,0,8_10,1531.0,2023-06-13 09:56:58
1532,0,8_10,1532.0,2023-06-13 09:57:08
1533,0,8_10,1533.0,2023-06-13 09:57:18
1534,0,8_10,1534.0,2023-06-13 09:57:28
1535,0,8_10,1535.0,2023-06-13 09:57:38
1536,0,8_10,1536.0,2023-06-13 09:57:48
1537,0,8_10,1537.0,2023-06-13 09:57:58
1538,0,8_10,1538.0,2023-06-13 09:58:08
1539,1,8_10,1539.0,2023-06-13 09:58:18
1540,1,8_10,1540.0,2023-06-13 09:58:28
1541,0,8_10,1541.0,2023-06-13 09:58:38
1542,0,8_10,1542.0,2023-06-13 09:58:48
1543,0,8_10,1543.0,2023-06-13 09:58:58
1544,0,8_10,1544.0,2023-06-13 09:59:08
1545,0,8_10,1545.0,2023-06-13 09:59:18
1546,0,8_10,1546.0,2023-06-13 09:59:28
1547,0,8_10,1547.0,2023-06-13 09:59:38
1548,0,8_10,1548.0,2023-06-13 09:59:48
1549,0,8_10,1549.0,2023-06-13 09:59:58
1550,0,10_12,1550.0,2023-06-13 10:00:08
1551,0,10_12,1551.0,2023-06-13 10:00:18
1552,0,10_12,1552.0,2023-06-13 10:00:28
1553,0,10_12,1553.0,2023-06-13 10:00:38
1554,0,10_12,1554.0,2023-06-13 10:00:48
1555,1,10_12,1555.0,2023-06-13 10:00:58
1556,0,10_12,1556.0,2023-06-13 10:01:08
1557,0,10_12,1557.0,2023-06-13 10:01:18
1558,0,10_12,1558.0,2023-06-13 10:01:28
1559,0,10_12,1559.0,2023-06-13 10:01:38
1560,0,10_12,1560.0,2023-06-13 10:01:48
1561,0,10_12,1561.0,2023-06-13 10:01:58
1562,0,10_12,1562.0,2023-06-13 10:02:08
1563,0,10_12,1563.0,2023-06-13 10:02:18
1564,0,10_12,1564.0,2023-06-13 10:02:28
1565,0,10_12,1565.0,2023-06-13 10:02:38
1566,0,10_12,1566.0,2023-06-13 10:02:48
1567,0,10_12,1567.0,2023-06-13 10:02:58
1568,0,10_12,1568.0,2023-06-13 10:03:08
1569,0,10_12,1569.0,2023-06-13 10:03:18
1570,0,10_12,1570.0,2023-06-13 10:03:28
1571,0,10_12,1571.0,2023-06-13 10:03:38
1572,1,10_12,1572.0,2023-06-13 10:03:48
1573,0,10_12,1573.0,2023-06-13 10:03:58
1574,0,10_12,1574.0,2023-06-13 10:04:08
1575,0,10_12,1575.0,2023-06-13 10:04:18
1576,0,10_12,1576.0,2023-06-13 10:04:28
1577,0,10_12,1577.0,2023-06-13 10:04:38
1578,0,10_12,1578.0,2023-06-13 10:04:48
1579,0,10_12,1579.0,2023-06-13 10:04:58
1580,1,10_12,1580.0,2023-06-13 10:05:08
1581,0,10_12,1581.0,2023-06-13 10:05:18
1582,0,10_12,1582.0,2023-06-13 10:05:28
1583,0,10_12,1583.0,2023-06-13 10:05:38
1584,0,10_12,1584.0,2023-06-13 10:05:48
1585,0,10_12,1585.0,2023-06-13 10:05:58
1586,0,10_12,1586.0,2023-06-13 10:06:08
1587,0,10_12,1587.0,2023-06-13 10:06:18
1588,0,10_12,1588.0,2023-06-13 10:06:28
1589,0,10_12,1589.0,2023-06-13 10:06:38
1590,0,10_12,1590.0,2023-06-13 10:06:48
1591,0,10_12,1591.0,2023-06-13 10:06:58
1592,0,10_12,1592.0,2023-06-13 10:07:08
1593,0,10_12,1593.0,2023-06-13 10:07:18
1594,0,10_12,1594.0,2023-06-13 10:07:28
1595,0,10_12,1595.0,2023-06-13 10:07:38
1596,0,10_12,1596.0,2023-06-13 10:07:48
1597,0,10_12,1597.0,2023-06-13 10:07:58
1598,0,10_12,1598.0,2023-06-13 10:08:08
1599,0,10_12,1599.0,2023-06-13 10:08:18
1600,1,10_12,1600.0,2023-06-13 10:08:28
1601,0,10_12,1601.0,2023-06-13 10:08:38
1602,0,10_12,1602.0,2023-06-13 10:08:48
1603,2,10_12,1603.0,2023-06-13 10:08:58
1604,1,10_12,1604.0,2023-06-13 10:09:08
1605,1,10_12,1605.0,2023-06-13 10:09:18
1606,0,10_12,1606.0,2023-06-13 10:09:28
1607,0,10_12,1607.0,2023-06-13 10:09:38
1608,1,10_12,1608.0,2023-06-13 10:09:48
1609,1,10_12,1609.0,2023-06-13 10:09:58
1610,0,10_12,1610.0,2023-06-13 10:10:08
1611,0,10_12,1611.0,2023-06-13 10:10:18
1612,0,10_12,1612.0,2023-06-13 10:10:28
1613,0,10_12,1613.0,2023-06-13 10:10:38
1614,1,10_12,1614.0,2023-06-13 10:10:48
1615,1,10_12,1615.0,2023-06-13 10:10:58
1616,1,10_12,1616.0,2023-06-13 10:11:08
1617,1,10_12,1617.0,2023-06-13 10:11:18
1618,2,10_12,1618.0,2023-06-13 10:11:28
1619,2,10_12,1619.0,2023-06-13 10:11:38
1620,0,10_12,1620.0,2023-06-13 10:11:48
1621,1,10_12,1621.0,2023-06-13 10:11:58
1622,1,10_12,1622.0,2023-06-13 10:12:08
1623,1,10_12,1623.0,2023-06-13 10:12:18
1624,2,10_12,1624.0,2023-06-13 10:12:28
1625,1,10_12,1625.0,2023-06-13 10:12:38
1626,1,10_12,1626.0,2023-06-13 10:12:48
1627,0,10_12,1627.0,2023-06-13 10:12:58
1628,0,10_12,1628.0,2023-06-13 10:13:08
1629,0,10_12,1629.0,2023-06-13 10:13:18
1630,1,10_12,1630.0,2023-06-13 10:13:28
1631,1,10_12,1631.0,2023-06-13 10:13:38
1632,1,10_12,1632.0,2023-06-13 10:13:48
1633,0,10_12,1633.0,2023-06-13 10:13:58
1634,0,10_12,1634.0,2023-06-13 10:14:08
1635,0,10_12,1635.0,2023-06-13 10:14:18
1636,0,10_12,1636.0,2023-06-13 10:14:28
1637,0,10_12,1637.0,2023-06-13 10:14:38
1638,0,10_12,1638.0,2023-06-13 10:14:48
1639,1,10_12,1639.0,2023-06-13 10:14:58
1640,0,10_12,1640.0,2023-06-13 10:15:08
1641,0,10_12,1641.0,2023-06-13 10:15:18
1642,0,10_12,1642.0,2023-06-13 10:15:28
1643,0,10_12,1643.0,2023-06-13 10:15:38
1644,0,10_12,1644.0,2023-06-13 10:15:48
1645,0,10_12,1645.0,2023-06-13 10:15:58
1646,0,10_12,1646.0,2023-06-13 10:16:08
1647,0,10_12,1647.0,2023-06-13 10:16:18
1648,0,10_12,1648.0,2023-06-13 10:16:28
1649,0,10_12,1649.0,2023-06-13 10:16:38
1650,0,10_12,1650.0,2023-06-13 10:16:48
1651,0,10_12,1651.0,2023-06-13 10:16:58
1652,0,10_12,1652.0,2023-06-13 10:17:08
1653,0,10_12,1653.0,2023-06-13 10:17:18
1654,0,10_12,1654.0,2023-06-13 10:17:28
1655,0,10_12,1655.0,2023-06-13 10:17:38
1656,0,10_12,1656.0,2023-06-13 10:17:48
1657,0,10_12,1657.0,2023-06-13 10:17:58
1658,0,10_12,1658.0,2023-06-13 10:18:08
1659,0,10_12,1659.0,2023-06-13 10:18:18
1660,1,10_12,1660.0,2023-06-13 10:18:28
1661,1,10_12,1661.0,2023-06-13 10:18:38
1662,1,10_12,1662.0,2023-06-13 10:18:48
1663,1,10_12,1663.0,2023-06-13 10:18:58
1664,1,10_12,1664.0,2023-06-13 10:19:08
1665,0,10_12,1665.0,2023-06-13 10:19:18
1666,0,10_12,1666.0,2023-06-13 10:19:28
1667,0,10_12,1667.0,2023-06-13 10:19:38
1668,0,10_12,1668.0,2023-06-13 10:19:48
1669,0,10_12,1669.0,2023-06-13 10:19:58
1670,0,10_12,1670.0,2023-06-13 10:20:08
1671,0,10_12,1671.0,2023-06-13 10:20:18
1672,0,10_12,1672.0,2023-06-13 10:20:28
1673,0,10_12,1673.0,2023-06-13 10:20:38
1674,0,10_12,1674.0,2023-06-13 10:20:48
1675,0,10_12,1675.0,2023-06-13 10:20:58
1676,0,10_12,1676.0,2023-06-13 10:21:08
1677,0,10_12,1677.0,2023-06-13 10:21:18
1678,0,10_12,1678.0,2023-06-13 10:21:28
1679,0,10_12,1679.0,2023-06-13 10:21:38
1680,0,10_12,1680.0,2023-06-13 10:21:48
1681,0,10_12,1681.0,2023-06-13 10:21:58
1682,0,10_12,1682.0,2023-06-13 10:22:08
1683,0,10_12,1683.0,2023-06-13 10:22:18
1684,1,10_12,1684.0,2023-06-13 10:22:28
1685,0,10_12,1685.0,2023-06-13 10:22:38
1686,0,10_12,1686.0,2023-06-13 10:22:48
1687,0,10_12,1687.0,2023-06-13 10:22:58
1688,0,10_12,1688.0,2023-06-13 10:23:08
1689,0,10_12,1689.0,2023-06-13 10:23:18
1690,0,10_12,1690.0,2023-06-13 10:23:28
1691,1,10_12,1691.0,2023-06-13 10:23:38
1692,1,10_12,1692.0,2023-06-13 10:23:48
1693,1,10_12,1693.0,2023-06-13 10:23:58
1694,1,10_12,1694.0,2023-06-13 10:24:08
1695,1,10_12,1695.0,2023-06-13 10:24:18
1696,2,10_12,1696.0,2023-06-13 10:24:28
1697,1,10_12,1697.0,2023-06-13 10:24:38
1698,1,10_12,1698.0,2023-06-13 10:24:48
1699,2,10_12,1699.0,2023-06-13 10:24:58
1700,2,10_12,1700.0,2023-06-13 10:25:08
1701,2,10_12,1701.0,2023-06-13 10:25:18
1702,2,10_12,1702.0,2023-06-13 10:25:28
1703,2,10_12,1703.0,2023-06-13 10:25:38
1704,1,10_12,1704.0,2023-06-13 10:25:48
1705,1,10_12,1705.0,2023-06-13 10:25:58
1706,0,10_12,1706.0,2023-06-13 10:26:08
1707,0,10_12,1707.0,2023-06-13 10:26:18
1708,0,10_12,1708.0,2023-06-13 10:26:28
1709,1,10_12,1709.0,2023-06-13 10:26:38
1710,1,10_12,1710.0,2023-06-13 10:26:48
1711,1,10_12,1711.0,2023-06-13 10:26:58
1712,1,10_12,1712.0,2023-06-13 10:27:08
1713,1,10_12,1713.0,2023-06-13 10:27:18
1714,0,10_12,1714.0,2023-06-13 10:27:28
1715,0,10_12,1715.0,2023-06-13 10:27:38
1716,0,10_12,1716.0,2023-06-13 10:27:48
1717,1,10_12,1717.0,2023-06-13 10:27:58
1718,0,10_12,1718.0,2023-06-13 10:28:08
1719,0,10_12,1719.0,2023-06-13 10:28:18
1720,0,10_12,1720.0,2023-06-13 10:28:28
1721,0,10_12,1721.0,2023-06-13 10:28:38
1722,0,10_12,1722.0,2023-06-13 10:28:48
1723,1,10_12,1723.0,2023-06-13 10:28:58
1724,0,10_12,1724.0,2023-06-13 10:29:08
1725,0,10_12,1725.0,2023-06-13 10:29:18
1726,0,10_12,1726.0,2023-06-13 10:29:28
1727,0,10_12,1727.0,2023-06-13 10:29:38
1728,2,10_12,1728.0,2023-06-13 10:29:48
1729,0,10_12,1729.0,2023-06-13 10:29:58
1730,0,10_12,1730.0,2023-06-13 10:30:08
1731,0,10_12,1731.0,2023-06-13 10:30:18
1732,2,10_12,1732.0,2023-06-13 10:30:28
1733,0,10_12,1733.0,2023-06-13 10:30:38
1734,0,10_12,1734.0,2023-06-13 10:30:48
1735,0,10_12,1735.0,2023-06-13 10:30:58
1736,0,10_12,1736.0,2023-06-13 10:31:08
1737,0,10_12,1737.0,2023-06-13 10:31:18
1738,0,10_12,1738.0,2023-06-13 10:31:28
1739,0,10_12,1739.0,2023-06-13 10:31:38
1740,0,10_12,1740.0,2023-06-13 10:31:48
1741,0,10_12,1741.0,2023-06-13 10:31:58
1742,0,10_12,1742.0,2023-06-13 10:32:08
1743,0,10_12,1743.0,2023-06-13 10:32:18
1744,0,10_12,1744.0,2023-06-13 10:32:28
1745,0,10_12,1745.0,2023-06-13 10:32:38
1746,0,10_12,1746.0,2023-06-13 10:32:48
1747,0,10_12,1747.0,2023-06-13 10:32:58
1748,1,10_12,1748.0,2023-06-13 10:33:08
1749,0,10_12,1749.0,2023-06-13 10:33:18
1750,0,10_12,1750.0,2023-06-13 10:33:28
1751,0,10_12,1751.0,2023-06-13 10:33:38
1752,0,10_12,1752.0,2023-06-13 10:33:48
1753,0,10_12,1753.0,2023-06-13 10:33:58
1754,0,10_12,1754.0,2023-06-13 10:34:08
1755,0,10_12,1755.0,2023-06-13 10:34:18
1756,1,10_12,1756.0,2023-06-13 10:34:28
1757,0,10_12,1757.0,2023-06-13 10:34:38
1758,2,10_12,1758.0,2023-06-13 10:34:48
1759,1,10_12,1759.0,2023-06-13 10:34:58
1760,0,10_12,1760.0,2023-06-13 10:35:08
1761,0,10_12,1761.0,2023-06-13 10:35:18
1762,0,10_12,1762.0,2023-06-13 10:35:28
1763,0,10_12,1763.0,2023-06-13 10:35:38
1764,0,10_12,1764.0,2023-06-13 10:35:48
1765,0,10_12,1765.0,2023-06-13 10:35:58
1766,0,10_12,1766.0,2023-06-13 10:36:08
1767,0,10_12,1767.0,2023-06-13 10:36:18
1768,0,10_12,1768.0,2023-06-13 10:36:28
1769,0,10_12,1769.0,2023-06-13 10:36:38
1770,0,10_12,1770.0,2023-06-13 10:36:48
1771,0,10_12,1771.0,2023-06-13 10:36:58
1772,0,10_12,1772.0,2023-06-13 10:37:08
1773,0,10_12,1773.0,2023-06-13 10:37:18
1774,0,10_12,1774.0,2023-06-13 10:37:28
1775,0,10_12,1775.0,2023-06-13 10:37:38
1776,0,10_12,1776.0,2023-06-13 10:37:48
1777,0,10_12,1777.0,2023-06-13 10:37:58
1778,0,10_12,1778.0,2023-06-13 10:38:08
1779,0,10_12,1779.0,2023-06-13 10:38:18
1780,0,10_12,1780.0,2023-06-13 10:38:28
1781,0,10_12,1781.0,2023-06-13 10:38:38
1782,0,10_12,1782.0,2023-06-13 10:38:48
1783,0,10_12,1783.0,2023-06-13 10:38:58
1784,0,10_12,1784.0,2023-06-13 10:39:08
1785,0,10_12,1785.0,2023-06-13 10:39:18
1786,0,10_12,1786.0,2023-06-13 10:39:28
1787,0,10_12,1787.0,2023-06-13 10:39:38
1788,0,10_12,1788.0,2023-06-13 10:39:48
1789,0,10_12,1789.0,2023-06-13 10:39:58
1790,0,10_12,1790.0,2023-06-13 10:40:08
1791,0,10_12,1791.0,2023-06-13 10:40:18
1792,0,10_12,1792.0,2023-06-13 10:40:28
1793,0,10_12,1793.0,2023-06-13 10:40:38
1794,0,10_12,1794.0,2023-06-13 10:40:48
1795,0,10_12,1795.0,2023-06-13 10:40:58
1796,1,10_12,1796.0,2023-06-13 10:41:08
1797,0,10_12,1797.0,2023-06-13 10:41:18
1798,0,10_12,1798.0,2023-06-13 10:41:28
1799,0,10_12,1799.0,2023-06-13 10:41:38
1800,0,10_12,1800.0,2023-06-13 10:41:48
1801,0,10_12,1801.0,2023-06-13 10:41:58
1802,0,10_12,1802.0,2023-06-13 10:42:08
1803,0,10_12,1803.0,2023-06-13 10:42:18
1804,0,10_12,1804.0,2023-06-13 10:42:28
1805,1,10_12,1805.0,2023-06-13 10:42:38
1806,0,10_12,1806.0,2023-06-13 10:42:48
1807,0,10_12,1807.0,2023-06-13 10:42:58
1808,0,10_12,1808.0,2023-06-13 10:43:08
1809,0,10_12,1809.0,2023-06-13 10:43:18
1810,0,10_12,1810.0,2023-06-13 10:43:28
1811,0,10_12,1811.0,2023-06-13 10:43:38
1812,0,10_12,1812.0,2023-06-13 10:43:48
1813,0,10_12,1813.0,2023-06-13 10:43:58
1814,0,10_12,1814.0,2023-06-13 10:44:08
1815,0,10_12,1815.0,2023-06-13 10:44:18
1816,0,10_12,1816.0,2023-06-13 10:44:28
1817,0,10_12,1817.0,2023-06-13 10:44:38
1818,0,10_12,1818.0,2023-06-13 10:44:48
1819,1,10_12,1819.0,2023-06-13 10:44:58
1820,0,10_12,1820.0,2023-06-13 10:45:08
1821,0,10_12,1821.0,2023-06-13 10:45:18
1822,0,10_12,1822.0,2023-06-13 10:45:28
1823,0,10_12,1823.0,2023-06-13 10:45:38
1824,0,10_12,1824.0,2023-06-13 10:45:48
1825,0,10_12,1825.0,2023-06-13 10:45:58
1826,0,10_12,1826.0,2023-06-13 10:46:08
1827,0,10_12,1827.0,2023-06-13 10:46:18
1828,0,10_12,1828.0,2023-06-13 10:46:28
1829,0,10_12,1829.0,2023-06-13 10:46:38
1830,0,10_12,1830.0,2023-06-13 10:46:48
1831,0,10_12,1831.0,2023-06-13 10:46:58
1832,0,10_12,1832.0,2023-06-13 10:47:08
1833,0,10_12,1833.0,2023-06-13 10:47:18
1834,0,10_12,1834.0,2023-06-13 10:47:28
1835,0,10_12,1835.0,2023-06-13 10:47:38
1836,0,10_12,1836.0,2023-06-13 10:47:48
1837,0,10_12,1837.0,2023-06-13 10:47:58
1838,0,10_12,1838.0,2023-06-13 10:48:08
1839,0,10_12,1839.0,2023-06-13 10:48:18
1840,0,10_12,1840.0,2023-06-13 10:48:28
1841,0,10_12,1841.0,2023-06-13 10:48:38
1842,0,10_12,1842.0,2023-06-13 10:48:48
1843,0,10_12,1843.0,2023-06-13 10:48:58
1844,0,10_12,1844.0,2023-06-13 10:49:08
1845,0,10_12,1845.0,2023-06-13 10:49:18
1846,0,10_12,1846.0,2023-06-13 10:49:28
1847,0,10_12,1847.0,2023-06-13 10:49:38
1848,0,10_12,1848.0,2023-06-13 10:49:48
1849,0,10_12,1849.0,2023-06-13 10:49:58
1850,0,10_12,1850.0,2023-06-13 10:50:08
1851,0,10_12,1851.0,2023-06-13 10:50:18
1852,0,10_12,1852.0,2023-06-13 10:50:28
1853,0,10_12,1853.0,2023-06-13 10:50:38
1854,0,10_12,1854.0,2023-06-13 10:50:48
1855,0,10_12,1855.0,2023-06-13 10:50:58
1856,0,10_12,1856.0,2023-06-13 10:51:08
1857,0,10_12,1857.0,2023-06-13 10:51:18
1858,0,10_12,1858.0,2023-06-13 10:51:28
1859,0,10_12,1859.0,2023-06-13 10:51:38
1860,0,10_12,1860.0,2023-06-13 10:51:48
