,activities [10 sec],time_2hours,group,time
2578,0,12_14,2578.0,2023-06-13 12:51:28
2579,1,12_14,2579.0,2023-06-13 12:51:38
2580,1,12_14,2580.0,2023-06-13 12:51:48
2581,0,12_14,2581.0,2023-06-13 12:51:58
2582,1,12_14,2582.0,2023-06-13 12:52:08
2583,0,12_14,2583.0,2023-06-13 12:52:18
2584,2,12_14,2584.0,2023-06-13 12:52:28
2585,0,12_14,2585.0,2023-06-13 12:52:38
2586,1,12_14,2586.0,2023-06-13 12:52:48
2587,1,12_14,2587.0,2023-06-13 12:52:58
2588,1,12_14,2588.0,2023-06-13 12:53:08
2589,1,12_14,2589.0,2023-06-13 12:53:18
2590,1,12_14,2590.0,2023-06-13 12:53:28
2591,1,12_14,2591.0,2023-06-13 12:53:38
2592,0,12_14,2592.0,2023-06-13 12:53:48
2593,1,12_14,2593.0,2023-06-13 12:53:58
2594,0,12_14,2594.0,2023-06-13 12:54:08
2595,1,12_14,2595.0,2023-06-13 12:54:18
2596,0,12_14,2596.0,2023-06-13 12:54:28
2597,0,12_14,2597.0,2023-06-13 12:54:38
2598,0,12_14,2598.0,2023-06-13 12:54:48
2599,1,12_14,2599.0,2023-06-13 12:54:58
2600,0,12_14,2600.0,2023-06-13 12:55:08
2601,1,12_14,2601.0,2023-06-13 12:55:18
2602,1,12_14,2602.0,2023-06-13 12:55:28
2603,1,12_14,2603.0,2023-06-13 12:55:38
2604,0,12_14,2604.0,2023-06-13 12:55:48
2605,0,12_14,2605.0,2023-06-13 12:55:58
2606,0,12_14,2606.0,2023-06-13 12:56:08
2607,0,12_14,2607.0,2023-06-13 12:56:18
2608,0,12_14,2608.0,2023-06-13 12:56:28
2609,0,12_14,2609.0,2023-06-13 12:56:38
2610,0,12_14,2610.0,2023-06-13 12:56:48
2611,0,12_14,2611.0,2023-06-13 12:56:58
2612,0,12_14,2612.0,2023-06-13 12:57:08
2613,0,12_14,2613.0,2023-06-13 12:57:18
2614,0,12_14,2614.0,2023-06-13 12:57:28
2615,0,12_14,2615.0,2023-06-13 12:57:38
2616,0,12_14,2616.0,2023-06-13 12:57:48
2617,0,12_14,2617.0,2023-06-13 12:57:58
2618,0,12_14,2618.0,2023-06-13 12:58:08
2619,0,12_14,2619.0,2023-06-13 12:58:18
2620,0,12_14,2620.0,2023-06-13 12:58:28
2621,0,12_14,2621.0,2023-06-13 12:58:38
2622,0,12_14,2622.0,2023-06-13 12:58:48
2623,0,12_14,2623.0,2023-06-13 12:58:58
2624,0,12_14,2624.0,2023-06-13 12:59:08
2625,0,12_14,2625.0,2023-06-13 12:59:18
2626,0,12_14,2626.0,2023-06-13 12:59:28
2627,0,12_14,2627.0,2023-06-13 12:59:38
2628,1,12_14,2628.0,2023-06-13 12:59:48
2629,0,12_14,2629.0,2023-06-13 12:59:58
2630,0,12_14,2630.0,2023-06-13 13:00:08
2631,0,12_14,2631.0,2023-06-13 13:00:18
2632,0,12_14,2632.0,2023-06-13 13:00:28
2633,0,12_14,2633.0,2023-06-13 13:00:38
2634,0,12_14,2634.0,2023-06-13 13:00:48
2635,0,12_14,2635.0,2023-06-13 13:00:58
2636,0,12_14,2636.0,2023-06-13 13:01:08
2637,0,12_14,2637.0,2023-06-13 13:01:18
2638,0,12_14,2638.0,2023-06-13 13:01:28
2639,0,12_14,2639.0,2023-06-13 13:01:38
2640,0,12_14,2640.0,2023-06-13 13:01:48
2641,0,12_14,2641.0,2023-06-13 13:01:58
2642,0,12_14,2642.0,2023-06-13 13:02:08
2643,0,12_14,2643.0,2023-06-13 13:02:18
2644,0,12_14,2644.0,2023-06-13 13:02:28
2645,0,12_14,2645.0,2023-06-13 13:02:38
2646,0,12_14,2646.0,2023-06-13 13:02:48
2647,0,12_14,2647.0,2023-06-13 13:02:58
2648,0,12_14,2648.0,2023-06-13 13:03:08
2649,0,12_14,2649.0,2023-06-13 13:03:18
2650,0,12_14,2650.0,2023-06-13 13:03:28
2651,0,12_14,2651.0,2023-06-13 13:03:38
2652,0,12_14,2652.0,2023-06-13 13:03:48
2653,0,12_14,2653.0,2023-06-13 13:03:58
2654,0,12_14,2654.0,2023-06-13 13:04:08
2655,0,12_14,2655.0,2023-06-13 13:04:18
2656,0,12_14,2656.0,2023-06-13 13:04:28
2657,0,12_14,2657.0,2023-06-13 13:04:38
2658,0,12_14,2658.0,2023-06-13 13:04:48
2659,0,12_14,2659.0,2023-06-13 13:04:58
2660,0,12_14,2660.0,2023-06-13 13:05:08
2661,0,12_14,2661.0,2023-06-13 13:05:18
2662,0,12_14,2662.0,2023-06-13 13:05:28
2663,0,12_14,2663.0,2023-06-13 13:05:38
2664,0,12_14,2664.0,2023-06-13 13:05:48
2665,0,12_14,2665.0,2023-06-13 13:05:58
2666,0,12_14,2666.0,2023-06-13 13:06:08
2667,0,12_14,2667.0,2023-06-13 13:06:18
2668,0,12_14,2668.0,2023-06-13 13:06:28
2669,0,12_14,2669.0,2023-06-13 13:06:38
2670,0,12_14,2670.0,2023-06-13 13:06:48
2671,0,12_14,2671.0,2023-06-13 13:06:58
2672,0,12_14,2672.0,2023-06-13 13:07:08
2673,0,12_14,2673.0,2023-06-13 13:07:18
2674,0,12_14,2674.0,2023-06-13 13:07:28
2675,0,12_14,2675.0,2023-06-13 13:07:38
2676,0,12_14,2676.0,2023-06-13 13:07:48
2677,0,12_14,2677.0,2023-06-13 13:07:58
2678,0,12_14,2678.0,2023-06-13 13:08:08
2679,0,12_14,2679.0,2023-06-13 13:08:18
2680,0,12_14,2680.0,2023-06-13 13:08:28
2681,0,12_14,2681.0,2023-06-13 13:08:38
2682,0,12_14,2682.0,2023-06-13 13:08:48
2683,0,12_14,2683.0,2023-06-13 13:08:58
2684,0,12_14,2684.0,2023-06-13 13:09:08
2685,0,12_14,2685.0,2023-06-13 13:09:18
2686,0,12_14,2686.0,2023-06-13 13:09:28
2687,0,12_14,2687.0,2023-06-13 13:09:38
2688,0,12_14,2688.0,2023-06-13 13:09:48
2689,0,12_14,2689.0,2023-06-13 13:09:58
2690,0,12_14,2690.0,2023-06-13 13:10:08
2691,1,12_14,2691.0,2023-06-13 13:10:18
2692,1,12_14,2692.0,2023-06-13 13:10:28
2693,0,12_14,2693.0,2023-06-13 13:10:38
2694,1,12_14,2694.0,2023-06-13 13:10:48
2695,0,12_14,2695.0,2023-06-13 13:10:58
2696,0,12_14,2696.0,2023-06-13 13:11:08
2697,0,12_14,2697.0,2023-06-13 13:11:18
2698,1,12_14,2698.0,2023-06-13 13:11:28
2699,1,12_14,2699.0,2023-06-13 13:11:38
2700,0,12_14,2700.0,2023-06-13 13:11:48
2701,1,12_14,2701.0,2023-06-13 13:11:58
2702,0,12_14,2702.0,2023-06-13 13:12:08
2703,2,12_14,2703.0,2023-06-13 13:12:18
2704,1,12_14,2704.0,2023-06-13 13:12:28
2705,1,12_14,2705.0,2023-06-13 13:12:38
2706,1,12_14,2706.0,2023-06-13 13:12:48
2707,1,12_14,2707.0,2023-06-13 13:12:58
2708,2,12_14,2708.0,2023-06-13 13:13:08
2709,1,12_14,2709.0,2023-06-13 13:13:18
2710,0,12_14,2710.0,2023-06-13 13:13:28
2711,1,12_14,2711.0,2023-06-13 13:13:38
2712,1,12_14,2712.0,2023-06-13 13:13:48
2713,1,12_14,2713.0,2023-06-13 13:13:58
2714,1,12_14,2714.0,2023-06-13 13:14:08
2715,1,12_14,2715.0,2023-06-13 13:14:18
2716,1,12_14,2716.0,2023-06-13 13:14:28
2717,1,12_14,2717.0,2023-06-13 13:14:38
2718,2,12_14,2718.0,2023-06-13 13:14:48
2719,2,12_14,2719.0,2023-06-13 13:14:58
2720,2,12_14,2720.0,2023-06-13 13:15:08
2721,2,12_14,2721.0,2023-06-13 13:15:18
2722,2,12_14,2722.0,2023-06-13 13:15:28
2723,2,12_14,2723.0,2023-06-13 13:15:38
2724,2,12_14,2724.0,2023-06-13 13:15:48
2725,2,12_14,2725.0,2023-06-13 13:15:58
2726,2,12_14,2726.0,2023-06-13 13:16:08
2727,2,12_14,2727.0,2023-06-13 13:16:18
2728,2,12_14,2728.0,2023-06-13 13:16:28
2729,2,12_14,2729.0,2023-06-13 13:16:38
2730,1,12_14,2730.0,2023-06-13 13:16:48
2731,2,12_14,2731.0,2023-06-13 13:16:58
2732,2,12_14,2732.0,2023-06-13 13:17:08
2733,2,12_14,2733.0,2023-06-13 13:17:18
2734,2,12_14,2734.0,2023-06-13 13:17:28
2735,2,12_14,2735.0,2023-06-13 13:17:38
2736,2,12_14,2736.0,2023-06-13 13:17:48
2737,2,12_14,2737.0,2023-06-13 13:17:58
2738,2,12_14,2738.0,2023-06-13 13:18:08
2739,2,12_14,2739.0,2023-06-13 13:18:18
2740,2,12_14,2740.0,2023-06-13 13:18:28
2741,2,12_14,2741.0,2023-06-13 13:18:38
2742,2,12_14,2742.0,2023-06-13 13:18:48
2743,2,12_14,2743.0,2023-06-13 13:18:58
2744,2,12_14,2744.0,2023-06-13 13:19:08
2745,2,12_14,2745.0,2023-06-13 13:19:18
2746,2,12_14,2746.0,2023-06-13 13:19:28
2747,1,12_14,2747.0,2023-06-13 13:19:38
2748,2,12_14,2748.0,2023-06-13 13:19:48
2749,2,12_14,2749.0,2023-06-13 13:19:58
2750,2,12_14,2750.0,2023-06-13 13:20:08
2751,2,12_14,2751.0,2023-06-13 13:20:18
2752,2,12_14,2752.0,2023-06-13 13:20:28
2753,2,12_14,2753.0,2023-06-13 13:20:38
2754,2,12_14,2754.0,2023-06-13 13:20:48
2755,2,12_14,2755.0,2023-06-13 13:20:58
2756,2,12_14,2756.0,2023-06-13 13:21:08
2757,2,12_14,2757.0,2023-06-13 13:21:18
2758,1,12_14,2758.0,2023-06-13 13:21:28
2759,2,12_14,2759.0,2023-06-13 13:21:38
2760,2,12_14,2760.0,2023-06-13 13:21:48
2761,2,12_14,2761.0,2023-06-13 13:21:58
2762,2,12_14,2762.0,2023-06-13 13:22:08
2763,2,12_14,2763.0,2023-06-13 13:22:18
2764,2,12_14,2764.0,2023-06-13 13:22:28
2765,2,12_14,2765.0,2023-06-13 13:22:38
2766,2,12_14,2766.0,2023-06-13 13:22:48
2767,2,12_14,2767.0,2023-06-13 13:22:58
2768,2,12_14,2768.0,2023-06-13 13:23:08
2769,1,12_14,2769.0,2023-06-13 13:23:18
2770,2,12_14,2770.0,2023-06-13 13:23:28
2771,2,12_14,2771.0,2023-06-13 13:23:38
2772,2,12_14,2772.0,2023-06-13 13:23:48
2773,2,12_14,2773.0,2023-06-13 13:23:58
2774,1,12_14,2774.0,2023-06-13 13:24:08
2775,1,12_14,2775.0,2023-06-13 13:24:18
2776,2,12_14,2776.0,2023-06-13 13:24:28
2777,2,12_14,2777.0,2023-06-13 13:24:38
2778,1,12_14,2778.0,2023-06-13 13:24:48
2779,0,12_14,2779.0,2023-06-13 13:24:58
2780,1,12_14,2780.0,2023-06-13 13:25:08
2781,1,12_14,2781.0,2023-06-13 13:25:18
2782,0,12_14,2782.0,2023-06-13 13:25:28
2783,0,12_14,2783.0,2023-06-13 13:25:38
2784,0,12_14,2784.0,2023-06-13 13:25:48
2785,1,12_14,2785.0,2023-06-13 13:25:58
2786,2,12_14,2786.0,2023-06-13 13:26:08
2787,2,12_14,2787.0,2023-06-13 13:26:18
2788,2,12_14,2788.0,2023-06-13 13:26:28
2789,0,12_14,2789.0,2023-06-13 13:26:38
2790,2,12_14,2790.0,2023-06-13 13:26:48
2791,1,12_14,2791.0,2023-06-13 13:26:58
2792,2,12_14,2792.0,2023-06-13 13:27:08
2793,2,12_14,2793.0,2023-06-13 13:27:18
2794,2,12_14,2794.0,2023-06-13 13:27:28
2795,2,12_14,2795.0,2023-06-13 13:27:38
2796,2,12_14,2796.0,2023-06-13 13:27:48
2797,2,12_14,2797.0,2023-06-13 13:27:58
2798,2,12_14,2798.0,2023-06-13 13:28:08
2799,2,12_14,2799.0,2023-06-13 13:28:18
2800,1,12_14,2800.0,2023-06-13 13:28:28
2801,2,12_14,2801.0,2023-06-13 13:28:38
2802,2,12_14,2802.0,2023-06-13 13:28:48
2803,1,12_14,2803.0,2023-06-13 13:28:58
2804,2,12_14,2804.0,2023-06-13 13:29:08
2805,2,12_14,2805.0,2023-06-13 13:29:18
2806,2,12_14,2806.0,2023-06-13 13:29:28
2807,2,12_14,2807.0,2023-06-13 13:29:38
2808,2,12_14,2808.0,2023-06-13 13:29:48
2809,2,12_14,2809.0,2023-06-13 13:29:58
2810,2,12_14,2810.0,2023-06-13 13:30:08
2811,2,12_14,2811.0,2023-06-13 13:30:18
2812,2,12_14,2812.0,2023-06-13 13:30:28
2813,2,12_14,2813.0,2023-06-13 13:30:38
2814,2,12_14,2814.0,2023-06-13 13:30:48
2815,2,12_14,2815.0,2023-06-13 13:30:58
2816,2,12_14,2816.0,2023-06-13 13:31:08
2817,2,12_14,2817.0,2023-06-13 13:31:18
2818,2,12_14,2818.0,2023-06-13 13:31:28
2819,2,12_14,2819.0,2023-06-13 13:31:38
2820,2,12_14,2820.0,2023-06-13 13:31:48
2821,2,12_14,2821.0,2023-06-13 13:31:58
2822,2,12_14,2822.0,2023-06-13 13:32:08
2823,2,12_14,2823.0,2023-06-13 13:32:18
2824,2,12_14,2824.0,2023-06-13 13:32:28
2825,2,12_14,2825.0,2023-06-13 13:32:38
2826,2,12_14,2826.0,2023-06-13 13:32:48
2827,2,12_14,2827.0,2023-06-13 13:32:58
2828,2,12_14,2828.0,2023-06-13 13:33:08
2829,2,12_14,2829.0,2023-06-13 13:33:18
2830,2,12_14,2830.0,2023-06-13 13:33:28
2831,2,12_14,2831.0,2023-06-13 13:33:38
2832,2,12_14,2832.0,2023-06-13 13:33:48
2833,2,12_14,2833.0,2023-06-13 13:33:58
2834,2,12_14,2834.0,2023-06-13 13:34:08
2835,2,12_14,2835.0,2023-06-13 13:34:18
2836,2,12_14,2836.0,2023-06-13 13:34:28
2837,2,12_14,2837.0,2023-06-13 13:34:38
2838,1,12_14,2838.0,2023-06-13 13:34:48
2839,2,12_14,2839.0,2023-06-13 13:34:58
2840,2,12_14,2840.0,2023-06-13 13:35:08
2841,2,12_14,2841.0,2023-06-13 13:35:18
2842,2,12_14,2842.0,2023-06-13 13:35:28
2843,2,12_14,2843.0,2023-06-13 13:35:38
2844,1,12_14,2844.0,2023-06-13 13:35:48
2845,2,12_14,2845.0,2023-06-13 13:35:58
2846,2,12_14,2846.0,2023-06-13 13:36:08
2847,2,12_14,2847.0,2023-06-13 13:36:18
2848,2,12_14,2848.0,2023-06-13 13:36:28
2849,2,12_14,2849.0,2023-06-13 13:36:38
2850,1,12_14,2850.0,2023-06-13 13:36:48
2851,1,12_14,2851.0,2023-06-13 13:36:58
2852,2,12_14,2852.0,2023-06-13 13:37:08
2853,1,12_14,2853.0,2023-06-13 13:37:18
2854,2,12_14,2854.0,2023-06-13 13:37:28
2855,2,12_14,2855.0,2023-06-13 13:37:38
2856,2,12_14,2856.0,2023-06-13 13:37:48
2857,2,12_14,2857.0,2023-06-13 13:37:58
2858,2,12_14,2858.0,2023-06-13 13:38:08
2859,2,12_14,2859.0,2023-06-13 13:38:18
2860,1,12_14,2860.0,2023-06-13 13:38:28
2861,1,12_14,2861.0,2023-06-13 13:38:38
2862,1,12_14,2862.0,2023-06-13 13:38:48
2863,0,12_14,2863.0,2023-06-13 13:38:58
2864,0,12_14,2864.0,2023-06-13 13:39:08
2865,2,12_14,2865.0,2023-06-13 13:39:18
2866,1,12_14,2866.0,2023-06-13 13:39:28
2867,1,12_14,2867.0,2023-06-13 13:39:38
2868,1,12_14,2868.0,2023-06-13 13:39:48
2869,1,12_14,2869.0,2023-06-13 13:39:58
2870,2,12_14,2870.0,2023-06-13 13:40:08
2871,1,12_14,2871.0,2023-06-13 13:40:18
2872,1,12_14,2872.0,2023-06-13 13:40:28
2873,2,12_14,2873.0,2023-06-13 13:40:38
2874,0,12_14,2874.0,2023-06-13 13:40:48
2875,1,12_14,2875.0,2023-06-13 13:40:58
2876,0,12_14,2876.0,2023-06-13 13:41:08
2877,0,12_14,2877.0,2023-06-13 13:41:18
2878,1,12_14,2878.0,2023-06-13 13:41:28
2879,0,12_14,2879.0,2023-06-13 13:41:38
2880,0,12_14,2880.0,2023-06-13 13:41:48
2881,0,12_14,2881.0,2023-06-13 13:41:58
2882,1,12_14,2882.0,2023-06-13 13:42:08
2883,1,12_14,2883.0,2023-06-13 13:42:18
2884,1,12_14,2884.0,2023-06-13 13:42:28
2885,1,12_14,2885.0,2023-06-13 13:42:38
2886,2,12_14,2886.0,2023-06-13 13:42:48
2887,1,12_14,2887.0,2023-06-13 13:42:58
2888,1,12_14,2888.0,2023-06-13 13:43:08
2889,2,12_14,2889.0,2023-06-13 13:43:18
2890,1,12_14,2890.0,2023-06-13 13:43:28
2891,1,12_14,2891.0,2023-06-13 13:43:38
2892,1,12_14,2892.0,2023-06-13 13:43:48
2893,2,12_14,2893.0,2023-06-13 13:43:58
2894,2,12_14,2894.0,2023-06-13 13:44:08
2895,2,12_14,2895.0,2023-06-13 13:44:18
2896,1,12_14,2896.0,2023-06-13 13:44:28
2897,1,12_14,2897.0,2023-06-13 13:44:38
2898,1,12_14,2898.0,2023-06-13 13:44:48
2899,1,12_14,2899.0,2023-06-13 13:44:58
2900,1,12_14,2900.0,2023-06-13 13:45:08
2901,0,12_14,2901.0,2023-06-13 13:45:18
2902,0,12_14,2902.0,2023-06-13 13:45:28
2903,0,12_14,2903.0,2023-06-13 13:45:38
2904,0,12_14,2904.0,2023-06-13 13:45:48
2905,0,12_14,2905.0,2023-06-13 13:45:58
2906,0,12_14,2906.0,2023-06-13 13:46:08
2907,0,12_14,2907.0,2023-06-13 13:46:18
2908,0,12_14,2908.0,2023-06-13 13:46:28
2909,0,12_14,2909.0,2023-06-13 13:46:38
2910,0,12_14,2910.0,2023-06-13 13:46:48
2911,0,12_14,2911.0,2023-06-13 13:46:58
2912,0,12_14,2912.0,2023-06-13 13:47:08
2913,0,12_14,2913.0,2023-06-13 13:47:18
2914,0,12_14,2914.0,2023-06-13 13:47:28
2915,1,12_14,2915.0,2023-06-13 13:47:38
2916,0,12_14,2916.0,2023-06-13 13:47:48
2917,1,12_14,2917.0,2023-06-13 13:47:58
2918,1,12_14,2918.0,2023-06-13 13:48:08
2919,1,12_14,2919.0,2023-06-13 13:48:18
2920,1,12_14,2920.0,2023-06-13 13:48:28
2921,1,12_14,2921.0,2023-06-13 13:48:38
2922,1,12_14,2922.0,2023-06-13 13:48:48
2923,0,12_14,2923.0,2023-06-13 13:48:58
2924,0,12_14,2924.0,2023-06-13 13:49:08
2925,0,12_14,2925.0,2023-06-13 13:49:18
2926,0,12_14,2926.0,2023-06-13 13:49:28
2927,0,12_14,2927.0,2023-06-13 13:49:38
2928,0,12_14,2928.0,2023-06-13 13:49:48
2929,1,12_14,2929.0,2023-06-13 13:49:58
2930,0,12_14,2930.0,2023-06-13 13:50:08
2931,0,12_14,2931.0,2023-06-13 13:50:18
2932,0,12_14,2932.0,2023-06-13 13:50:28
2933,0,12_14,2933.0,2023-06-13 13:50:38
2934,0,12_14,2934.0,2023-06-13 13:50:48
2935,0,12_14,2935.0,2023-06-13 13:50:58
2936,0,12_14,2936.0,2023-06-13 13:51:08
2937,0,12_14,2937.0,2023-06-13 13:51:18
2938,0,12_14,2938.0,2023-06-13 13:51:28
2939,0,12_14,2939.0,2023-06-13 13:51:38
2940,0,12_14,2940.0,2023-06-13 13:51:48
2941,0,12_14,2941.0,2023-06-13 13:51:58
2942,0,12_14,2942.0,2023-06-13 13:52:08
2943,0,12_14,2943.0,2023-06-13 13:52:18
2944,0,12_14,2944.0,2023-06-13 13:52:28
2945,0,12_14,2945.0,2023-06-13 13:52:38
2946,0,12_14,2946.0,2023-06-13 13:52:48
2947,0,12_14,2947.0,2023-06-13 13:52:58
2948,0,12_14,2948.0,2023-06-13 13:53:08
2949,0,12_14,2949.0,2023-06-13 13:53:18
2950,0,12_14,2950.0,2023-06-13 13:53:28
2951,0,12_14,2951.0,2023-06-13 13:53:38
2952,0,12_14,2952.0,2023-06-13 13:53:48
2953,0,12_14,2953.0,2023-06-13 13:53:58
2954,0,12_14,2954.0,2023-06-13 13:54:08
2955,0,12_14,2955.0,2023-06-13 13:54:18
2956,0,12_14,2956.0,2023-06-13 13:54:28
2957,0,12_14,2957.0,2023-06-13 13:54:38
2958,0,12_14,2958.0,2023-06-13 13:54:48
2959,0,12_14,2959.0,2023-06-13 13:54:58
2960,0,12_14,2960.0,2023-06-13 13:55:08
2961,0,12_14,2961.0,2023-06-13 13:55:18
2962,0,12_14,2962.0,2023-06-13 13:55:28
2963,0,12_14,2963.0,2023-06-13 13:55:38
2964,0,12_14,2964.0,2023-06-13 13:55:48
2965,0,12_14,2965.0,2023-06-13 13:55:58
2966,0,12_14,2966.0,2023-06-13 13:56:08
2967,0,12_14,2967.0,2023-06-13 13:56:18
2968,0,12_14,2968.0,2023-06-13 13:56:28
2969,0,12_14,2969.0,2023-06-13 13:56:38
2970,0,12_14,2970.0,2023-06-13 13:56:48
2971,0,12_14,2971.0,2023-06-13 13:56:58
2972,0,12_14,2972.0,2023-06-13 13:57:08
2973,0,12_14,2973.0,2023-06-13 13:57:18
2974,0,12_14,2974.0,2023-06-13 13:57:28
2975,0,12_14,2975.0,2023-06-13 13:57:38
2976,0,12_14,2976.0,2023-06-13 13:57:48
2977,0,12_14,2977.0,2023-06-13 13:57:58
2978,0,12_14,2978.0,2023-06-13 13:58:08
2979,0,12_14,2979.0,2023-06-13 13:58:18
2980,0,12_14,2980.0,2023-06-13 13:58:28
2981,0,12_14,2981.0,2023-06-13 13:58:38
2982,0,12_14,2982.0,2023-06-13 13:58:48
2983,0,12_14,2983.0,2023-06-13 13:58:58
2984,0,12_14,2984.0,2023-06-13 13:59:08
2985,0,12_14,2985.0,2023-06-13 13:59:18
2986,0,12_14,2986.0,2023-06-13 13:59:28
2987,0,12_14,2987.0,2023-06-13 13:59:38
2988,1,12_14,2988.0,2023-06-13 13:59:48
2989,0,12_14,2989.0,2023-06-13 13:59:58
2990,0,14_16,2990.0,2023-06-13 14:00:08
2991,0,14_16,2991.0,2023-06-13 14:00:18
2992,1,14_16,2992.0,2023-06-13 14:00:28
2993,0,14_16,2993.0,2023-06-13 14:00:38
2994,0,14_16,2994.0,2023-06-13 14:00:48
2995,0,14_16,2995.0,2023-06-13 14:00:58
2996,0,14_16,2996.0,2023-06-13 14:01:08
2997,1,14_16,2997.0,2023-06-13 14:01:18
2998,0,14_16,2998.0,2023-06-13 14:01:28
2999,0,14_16,2999.0,2023-06-13 14:01:38
3000,0,14_16,3000.0,2023-06-13 14:01:48
3001,0,14_16,3001.0,2023-06-13 14:01:58
3002,0,14_16,3002.0,2023-06-13 14:02:08
3003,0,14_16,3003.0,2023-06-13 14:02:18
3004,0,14_16,3004.0,2023-06-13 14:02:28
3005,0,14_16,3005.0,2023-06-13 14:02:38
3006,0,14_16,3006.0,2023-06-13 14:02:48
3007,0,14_16,3007.0,2023-06-13 14:02:58
3008,0,14_16,3008.0,2023-06-13 14:03:08
3009,0,14_16,3009.0,2023-06-13 14:03:18
3010,0,14_16,3010.0,2023-06-13 14:03:28
3011,0,14_16,3011.0,2023-06-13 14:03:38
3012,0,14_16,3012.0,2023-06-13 14:03:48
3013,0,14_16,3013.0,2023-06-13 14:03:58
3014,0,14_16,3014.0,2023-06-13 14:04:08
3015,0,14_16,3015.0,2023-06-13 14:04:18
3016,0,14_16,3016.0,2023-06-13 14:04:28
3017,0,14_16,3017.0,2023-06-13 14:04:38
3018,0,14_16,3018.0,2023-06-13 14:04:48
3019,0,14_16,3019.0,2023-06-13 14:04:58
3020,0,14_16,3020.0,2023-06-13 14:05:08
3021,0,14_16,3021.0,2023-06-13 14:05:18
3022,0,14_16,3022.0,2023-06-13 14:05:28
3023,0,14_16,3023.0,2023-06-13 14:05:38
3024,0,14_16,3024.0,2023-06-13 14:05:48
3025,0,14_16,3025.0,2023-06-13 14:05:58
3026,0,14_16,3026.0,2023-06-13 14:06:08
3027,0,14_16,3027.0,2023-06-13 14:06:18
3028,0,14_16,3028.0,2023-06-13 14:06:28
3029,0,14_16,3029.0,2023-06-13 14:06:38
3030,0,14_16,3030.0,2023-06-13 14:06:48
3031,0,14_16,3031.0,2023-06-13 14:06:58
3032,0,14_16,3032.0,2023-06-13 14:07:08
3033,0,14_16,3033.0,2023-06-13 14:07:18
3034,0,14_16,3034.0,2023-06-13 14:07:28
3035,0,14_16,3035.0,2023-06-13 14:07:38
3036,0,14_16,3036.0,2023-06-13 14:07:48
3037,0,14_16,3037.0,2023-06-13 14:07:58
3038,0,14_16,3038.0,2023-06-13 14:08:08
3039,0,14_16,3039.0,2023-06-13 14:08:18
3040,0,14_16,3040.0,2023-06-13 14:08:28
3041,0,14_16,3041.0,2023-06-13 14:08:38
3042,0,14_16,3042.0,2023-06-13 14:08:48
3043,0,14_16,3043.0,2023-06-13 14:08:58
3044,0,14_16,3044.0,2023-06-13 14:09:08
3045,0,14_16,3045.0,2023-06-13 14:09:18
3046,0,14_16,3046.0,2023-06-13 14:09:28
3047,0,14_16,3047.0,2023-06-13 14:09:38
3048,0,14_16,3048.0,2023-06-13 14:09:48
3049,0,14_16,3049.0,2023-06-13 14:09:58
3050,0,14_16,3050.0,2023-06-13 14:10:08
3051,0,14_16,3051.0,2023-06-13 14:10:18
3052,0,14_16,3052.0,2023-06-13 14:10:28
3053,0,14_16,3053.0,2023-06-13 14:10:38
3054,0,14_16,3054.0,2023-06-13 14:10:48
3055,0,14_16,3055.0,2023-06-13 14:10:58
3056,0,14_16,3056.0,2023-06-13 14:11:08
3057,0,14_16,3057.0,2023-06-13 14:11:18
3058,0,14_16,3058.0,2023-06-13 14:11:28
3059,0,14_16,3059.0,2023-06-13 14:11:38
3060,0,14_16,3060.0,2023-06-13 14:11:48
3061,0,14_16,3061.0,2023-06-13 14:11:58
3062,0,14_16,3062.0,2023-06-13 14:12:08
3063,0,14_16,3063.0,2023-06-13 14:12:18
3064,0,14_16,3064.0,2023-06-13 14:12:28
3065,0,14_16,3065.0,2023-06-13 14:12:38
3066,1,14_16,3066.0,2023-06-13 14:12:48
3067,0,14_16,3067.0,2023-06-13 14:12:58
3068,1,14_16,3068.0,2023-06-13 14:13:08
3069,1,14_16,3069.0,2023-06-13 14:13:18
3070,0,14_16,3070.0,2023-06-13 14:13:28
3071,0,14_16,3071.0,2023-06-13 14:13:38
3072,0,14_16,3072.0,2023-06-13 14:13:48
3073,0,14_16,3073.0,2023-06-13 14:13:58
3074,2,14_16,3074.0,2023-06-13 14:14:08
3075,1,14_16,3075.0,2023-06-13 14:14:18
3076,1,14_16,3076.0,2023-06-13 14:14:28
3077,0,14_16,3077.0,2023-06-13 14:14:38
3078,0,14_16,3078.0,2023-06-13 14:14:48
3079,1,14_16,3079.0,2023-06-13 14:14:58
3080,1,14_16,3080.0,2023-06-13 14:15:08
3081,0,14_16,3081.0,2023-06-13 14:15:18
3082,2,14_16,3082.0,2023-06-13 14:15:28
3083,1,14_16,3083.0,2023-06-13 14:15:38
3084,1,14_16,3084.0,2023-06-13 14:15:48
3085,2,14_16,3085.0,2023-06-13 14:15:58
3086,1,14_16,3086.0,2023-06-13 14:16:08
3087,1,14_16,3087.0,2023-06-13 14:16:18
3088,1,14_16,3088.0,2023-06-13 14:16:28
3089,1,14_16,3089.0,2023-06-13 14:16:38
3090,1,14_16,3090.0,2023-06-13 14:16:48
3091,1,14_16,3091.0,2023-06-13 14:16:58
3092,0,14_16,3092.0,2023-06-13 14:17:08
3093,1,14_16,3093.0,2023-06-13 14:17:18
3094,0,14_16,3094.0,2023-06-13 14:17:28
